work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Security Analyst,120750,USD,120750,DE,0,DE,M
2024,SE,FT,Security Analyst,101566,USD,101566,DE,0,DE,M
2024,EN,FT,Security Analyst,81527,USD,81527,CA,0,CA,M
2024,EN,FT,Security Analyst,69298,USD,69298,CA,0,CA,M
2024,SE,FT,Security Analyst,148000,USD,148000,US,0,US,M
2024,SE,FT,Security Analyst,98000,USD,98000,US,0,US,M
2024,EN,FT,Cyber Intelligence Analyst,106000,USD,106000,US,0,US,M
2024,EN,FT,Cyber Intelligence Analyst,66000,USD,66000,US,0,US,M
2024,SE,FT,Cyber Security,181400,USD,181400,RW,100,RW,M
2024,SE,FT,Cyber Security,110700,USD,110700,RW,100,RW,M
2024,SE,FT,Consultant,216300,USD,216300,US,0,US,M
2024,SE,FT,Consultant,103800,USD,103800,US,0,US,M
2024,SE,FT,Manager,299100,USD,299100,US,0,US,M
2024,SE,FT,Manager,143500,USD,143500,US,0,US,M
2024,SE,FT,Manager,245700,USD,245700,US,0,US,M
2024,SE,FT,Manager,118700,USD,118700,US,0,US,M
2024,SE,FT,Security Engineer,167785,USD,167785,US,0,US,M
2024,SE,FT,Security Engineer,140899,USD,140899,US,0,US,M
2024,MI,FT,Security Engineer,146875,USD,146875,US,0,US,M
2024,MI,FT,Security Engineer,81250,USD,81250,US,0,US,M
2024,MI,FT,Reverse Engineer,154000,USD,154000,US,0,US,M
2024,MI,FT,Reverse Engineer,67600,USD,67600,US,0,US,M
2024,MI,FT,Information Security Manager,251600,USD,251600,US,0,US,M
2024,MI,FT,Information Security Manager,120100,USD,120100,US,0,US,M
2024,SE,FT,SOC Manager,220900,USD,220900,US,0,US,M
2024,SE,FT,SOC Manager,122200,USD,122200,US,0,US,M
2024,MI,FT,Cyber Network Defense Analyst,117500,USD,117500,US,0,US,M
2024,MI,FT,Cyber Network Defense Analyst,65000,USD,65000,US,0,US,M
2024,SE,FT,Information Security Specialist,172000,USD,172000,US,0,US,M
2024,SE,FT,Information Security Specialist,75600,USD,75600,US,0,US,M
2024,SE,FT,Information Security Officer,206100,USD,206100,US,0,US,M
2024,SE,FT,Information Security Officer,141700,USD,141700,US,0,US,M
2024,SE,FT,Security Engineer,230000,USD,230000,US,0,US,M
2024,SE,FT,Security Engineer,90000,USD,90000,US,0,US,M
2024,SE,FT,Site Reliability Engineer,234240,USD,234240,US,0,US,M
2024,SE,FT,Site Reliability Engineer,156160,USD,156160,US,0,US,M
2024,SE,FT,Cyber Security,132784,USD,132784,CA,100,CA,M
2024,SE,FT,Cyber Security,84981,USD,84981,CA,100,CA,M
2024,MI,FT,Systems Engineer,120000,USD,120000,US,100,US,M
2024,MI,FT,Systems Engineer,92000,USD,92000,US,100,US,M
2024,MI,FT,Software Engineer,193000,USD,193000,US,0,US,M
2024,MI,FT,Software Engineer,84600,USD,84600,US,0,US,M
2024,MI,FT,Systems Engineer,115000,USD,115000,DE,0,DE,M
2024,MI,FT,Systems Engineer,85000,USD,85000,DE,0,DE,M
2024,MI,FT,Systems Administrator,157450,USD,157450,US,0,US,M
2024,MI,FT,Systems Administrator,87100,USD,87100,US,0,US,M
2024,SE,FT,Security Engineer,224700,USD,224700,US,0,US,M
2024,SE,FT,Security Engineer,134700,USD,134700,US,0,US,M
2024,SE,FT,Security Engineer,163000,USD,163000,US,0,US,M
2024,SE,FT,Security Engineer,77000,USD,77000,US,0,US,M
2024,SE,FT,Manager,171210,USD,171210,CA,0,CA,M
2024,SE,FT,Manager,92190,USD,92190,CA,0,CA,M
2024,SE,FT,Security Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Security Engineer,96000,USD,96000,US,0,US,M
2024,SE,FT,Security Engineer,165759,USD,165759,US,0,US,M
2024,SE,FT,Security Engineer,120552,USD,120552,US,0,US,M
2024,SE,FT,Reverse Engineer,221000,USD,221000,US,0,US,M
2024,SE,FT,Reverse Engineer,105000,USD,105000,US,0,US,M
2024,EN,FT,Threat Intelligence Analyst,146875,USD,146875,US,0,US,M
2024,EN,FT,Threat Intelligence Analyst,81250,USD,81250,US,0,US,M
2024,SE,FT,Detection Engineer,169950,USD,169950,US,100,US,M
2024,SE,FT,Detection Engineer,123600,USD,123600,US,100,US,M
2024,EN,FT,Vulnerability Researcher,82000,USD,82000,US,0,US,M
2024,EN,FT,Vulnerability Researcher,37000,USD,37000,US,0,US,M
2024,MI,FT,Security Specialist,154100,USD,154100,US,0,US,M
2024,MI,FT,Security Specialist,92400,USD,92400,US,0,US,M
2024,MI,FT,Security Specialist,91000,USD,91000,CA,0,CA,M
2024,MI,FT,Security Specialist,56000,USD,56000,CA,0,CA,M
2024,MI,FT,Product Manager,272000,USD,272000,US,0,US,M
2024,MI,FT,Product Manager,130000,USD,130000,US,0,US,M
2024,MI,FT,Consultant,157117,USD,157117,US,0,US,M
2024,MI,FT,Consultant,104745,USD,104745,US,0,US,M
2024,MI,FT,Program Manager,218500,USD,218500,US,0,US,M
2024,MI,FT,Program Manager,109300,USD,109300,US,0,US,M
2024,SE,FT,Systems Engineer,163000,USD,163000,US,0,US,M
2024,SE,FT,Systems Engineer,77000,USD,77000,US,0,US,M
2024,MI,FT,Product Manager,259400,USD,259400,US,100,US,M
2024,MI,FT,Product Manager,164800,USD,164800,US,100,US,M
2024,SE,FT,Security Solutions Architect,207000,USD,207000,US,100,US,M
2024,SE,FT,Security Solutions Architect,153000,USD,153000,US,100,US,M
2024,EN,FT,Security Operations Analyst,75000,USD,75000,US,100,US,M
2024,EN,FT,Security Operations Analyst,70000,USD,70000,US,100,US,M
2024,EX,FT,Manager,234240,USD,234240,US,0,US,M
2024,EX,FT,Manager,156160,USD,156160,US,0,US,M
2024,MI,FT,SOC Analyst,64200,USD,64200,US,0,US,M
2024,MI,FT,SOC Analyst,46000,USD,46000,US,0,US,M
2024,MI,FT,Consultant,176300,USD,176300,US,0,US,M
2024,MI,FT,Consultant,97600,USD,97600,US,0,US,M
2024,SE,FT,Cyber Engineer,155671,USD,155671,US,0,US,M
2024,SE,FT,Cyber Engineer,122366,USD,122366,US,0,US,M
2024,MI,FT,Data Scientist,188000,USD,188000,US,0,US,M
2024,MI,FT,Data Scientist,89500,USD,89500,US,0,US,M
2024,SE,FT,Network Engineer,110115,USD,110115,US,0,US,M
2024,SE,FT,Network Engineer,97750,USD,97750,US,0,US,M
2024,MI,FT,Systems Administrator,103500,USD,103500,US,0,US,M
2024,MI,FT,Systems Administrator,76500,USD,76500,US,0,US,M
2024,MI,FT,Systems Administrator,80500,USD,80500,GB,0,GB,M
2024,MI,FT,Systems Administrator,66602,USD,66602,GB,0,GB,M
2024,SE,FT,DevOps Engineer,188000,USD,188000,US,100,US,M
2024,SE,FT,DevOps Engineer,89500,USD,89500,US,100,US,M
2024,MI,FT,System Engineer,132250,USD,132250,US,0,US,M
2024,MI,FT,System Engineer,97750,USD,97750,US,0,US,M
2024,MI,FT,Compliance Officer,40000,GBP,50000,GB,0,GB,M
2024,MI,FT,Compliance Officer,35000,GBP,43750,GB,0,GB,M
2024,MI,FT,Security Engineer,172000,USD,172000,IT,0,IT,M
2024,MI,FT,Security Engineer,75600,USD,75600,IT,0,IT,M
2024,MI,FT,Information Security Risk Specialist,220000,USD,220000,DE,0,DE,M
2024,MI,FT,Information Security Risk Specialist,96600,USD,96600,DE,0,DE,M
2024,SE,FT,Security Lead,220000,USD,220000,US,0,US,M
2024,SE,FT,Security Lead,96600,USD,96600,US,0,US,M
2024,SE,FT,Security Operations Analyst,193000,USD,193000,US,0,US,M
2024,SE,FT,Security Operations Analyst,84600,USD,84600,US,0,US,M
2024,MI,FT,Security Analyst,70000,USD,70000,US,0,US,M
2024,MI,FT,Security Analyst,68000,USD,68000,US,0,US,M
2024,SE,FT,Network Engineer,172000,USD,172000,US,0,US,M
2024,SE,FT,Network Engineer,75600,USD,75600,US,0,US,M
2024,SE,FT,Network Engineer,172000,USD,172000,US,0,US,M
2024,SE,FT,Network Engineer,75600,USD,75600,US,0,US,M
2024,SE,FT,Systems Engineer,233900,USD,233900,US,0,US,M
2024,SE,FT,Systems Engineer,155900,USD,155900,US,0,US,M
2024,SE,FT,Security Engineer,190000,USD,190000,US,0,US,M
2024,SE,FT,Security Engineer,100000,USD,100000,US,0,US,M
2024,MI,FT,Security Engineer,212800,USD,212800,US,0,US,L
2024,MI,FT,Security Engineer,125500,USD,125500,US,0,US,L
2024,SE,FT,Security Engineer,321000,USD,321000,US,100,US,M
2024,SE,FT,Security Engineer,214000,USD,214000,US,100,US,M
2024,SE,FT,Security Engineer,247600,USD,247600,US,100,US,L
2024,SE,FT,Security Engineer,143300,USD,143300,US,100,US,L
2024,SE,FT,Security Engineer,192500,USD,192500,US,0,US,M
2024,SE,FT,Security Engineer,119000,USD,119000,US,0,US,M
2024,EN,FT,Security Analyst,24000,GBP,30000,GB,0,GB,M
2024,EN,FT,Security Analyst,24000,GBP,30000,GB,0,GB,M
2024,MI,FT,Compliance Analyst,105000,USD,105000,CA,0,CA,M
2024,MI,FT,Compliance Analyst,77000,USD,77000,CA,0,CA,M
2024,SE,FT,Security Engineer,258100,USD,258100,US,100,US,M
2024,SE,FT,Security Engineer,172100,USD,172100,US,100,US,M
2024,SE,FT,Security Engineer,106000,USD,106000,US,100,US,M
2024,SE,FT,Security Engineer,97000,USD,97000,US,100,US,M
2024,MI,FT,Security Engineer,208800,USD,208800,US,0,US,M
2024,MI,FT,Security Engineer,98300,USD,98300,US,0,US,M
2024,SE,FT,Security Engineer,215000,USD,215000,US,0,US,M
2024,SE,FT,Security Engineer,160000,USD,160000,US,0,US,M
2024,MI,FT,Security Engineer,150000,USD,150000,US,0,US,M
2024,MI,FT,Security Engineer,125000,USD,125000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,273000,USD,273000,US,0,US,M
2024,SE,FT,Consultant,198000,USD,198000,US,0,US,M
2024,SE,FT,Consultant,264000,USD,264000,US,0,US,M
2024,SE,FT,Consultant,192000,USD,192000,US,0,US,M
2024,MI,FT,System Administrator,75000,USD,75000,US,0,US,M
2024,MI,FT,System Administrator,75000,USD,75000,US,0,US,M
2024,SE,FT,Security Administrator,140000,USD,140000,US,0,US,M
2024,SE,FT,Security Administrator,105000,USD,105000,US,0,US,M
2024,MI,FT,Consultant,335500,USD,335500,CA,0,CA,M
2024,MI,FT,Consultant,244000,USD,244000,CA,0,CA,M
2024,MI,FT,Security Researcher,358000,USD,358000,US,0,US,M
2024,MI,FT,Security Researcher,210000,USD,210000,US,0,US,M
2024,EN,CT,Privacy Engineer,190000,USD,190000,US,0,US,M
2024,EN,CT,Privacy Engineer,170000,USD,170000,US,0,US,M
2024,SE,FT,DevOps Engineer,149000,USD,149000,US,100,US,M
2024,SE,FT,DevOps Engineer,149000,USD,149000,US,100,US,M
2024,EN,FT,DevOps Engineer,99000,USD,99000,US,100,US,M
2024,EN,FT,DevOps Engineer,66000,USD,66000,US,100,US,M
2024,EX,FT,Account Executive,116000,USD,116000,US,0,US,M
2024,EX,FT,Account Executive,67000,USD,67000,US,0,US,M
2024,MI,FT,Technical Account Manager,140000,USD,140000,US,100,US,M
2024,MI,FT,Technical Account Manager,100000,USD,100000,US,100,US,M
2024,SE,FT,Manager,213000,USD,213000,US,0,US,M
2024,SE,FT,Manager,130000,USD,130000,US,0,US,M
2024,SE,FT,Site Reliability Engineer,215000,USD,215000,US,0,US,M
2024,SE,FT,Site Reliability Engineer,179000,USD,179000,US,0,US,M
2024,MI,FT,Information Security Manager,90000,EUR,100000,DE,0,DE,L
2024,MI,FT,Information Security Manager,70000,EUR,77777,DE,0,DE,L
2024,SE,FT,Security Architect,100000,EUR,111111,DE,0,DE,L
2024,SE,FT,Security Architect,80000,EUR,88888,DE,0,DE,L
2024,MI,FT,Manager,178000,USD,178000,CA,0,CA,M
2024,MI,FT,Manager,144000,USD,144000,CA,0,CA,M
2024,SE,FT,Manager,178000,USD,178000,CA,0,CA,M
2024,SE,FT,Manager,144000,USD,144000,CA,0,CA,M
2024,MI,FT,Incident Response Analyst,95000,USD,95000,US,0,US,M
2024,MI,FT,Incident Response Analyst,75000,USD,75000,US,0,US,M
2024,EN,FT,Incident Response Analyst,123000,USD,123000,US,0,US,M
2024,EN,FT,Incident Response Analyst,96000,USD,96000,US,0,US,M
2024,MI,FT,Project Manager,166000,USD,166000,US,0,US,M
2024,MI,FT,Project Manager,104000,USD,104000,US,0,US,M
2024,MI,FT,Threat Intelligence Analyst,196000,USD,196000,US,0,US,M
2024,MI,FT,Threat Intelligence Analyst,137000,USD,137000,US,0,US,M
2024,SE,FT,Security Specialist,138000,USD,138000,US,0,US,M
2024,SE,FT,Security Specialist,86000,USD,86000,US,0,US,M
2024,MI,FT,Splunk Engineer,173000,USD,173000,US,0,US,M
2024,MI,FT,Splunk Engineer,135000,USD,135000,US,0,US,M
2024,MI,FT,Systems Administrator,106000,USD,106000,US,0,US,M
2024,MI,FT,Systems Administrator,66000,USD,66000,US,0,US,M
2024,SE,FT,Systems Administrator,216000,USD,216000,US,0,US,M
2024,SE,FT,Systems Administrator,135000,USD,135000,US,0,US,M
2024,EN,FT,Security Analyst,181100,USD,181100,US,0,US,M
2024,EN,FT,Security Analyst,109100,USD,109100,US,0,US,M
2024,SE,FT,Security Analyst,200000,USD,200000,US,0,US,M
2024,SE,FT,Security Analyst,96000,USD,96000,US,0,US,M
2024,SE,FT,Security Software Engineer,163000,USD,163000,US,0,US,M
2024,SE,FT,Security Software Engineer,77000,USD,77000,US,0,US,M
2024,SE,FT,Security Software Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Security Software Engineer,96000,USD,96000,US,0,US,M
2024,SE,FT,Software Engineer,218500,USD,218500,US,0,US,M
2024,SE,FT,Software Engineer,109300,USD,109300,US,0,US,M
2024,MI,FT,Security Control Assessor,145800,USD,145800,US,0,US,M
2024,MI,FT,Security Control Assessor,83300,USD,83300,US,0,US,M
2024,SE,FT,Security Operations Engineer,180000,USD,180000,US,100,US,M
2024,SE,FT,Security Operations Engineer,130000,USD,130000,US,100,US,M
2024,SE,FT,Infrastructure Engineer,120100,USD,120100,US,0,US,M
2024,SE,FT,Infrastructure Engineer,120100,USD,120100,US,0,US,M
2024,MI,FT,Information Security Officer,146600,USD,146600,US,0,US,M
2024,MI,FT,Information Security Officer,98200,USD,98200,US,0,US,M
2024,SE,FT,Systems Administrator,163000,USD,163000,US,0,US,M
2024,SE,FT,Systems Administrator,77000,USD,77000,US,0,US,M
2024,SE,FT,Cyber Security,98900,USD,98900,US,0,US,M
2024,SE,FT,Cyber Security,80226,USD,80226,US,0,US,M
2024,SE,FT,Cyber Security,163637,USD,163637,US,0,US,M
2024,SE,FT,Cyber Security,120949,USD,120949,US,0,US,M
2024,SE,FT,Security Analyst,153900,USD,153900,US,0,US,M
2024,SE,FT,Security Analyst,85500,USD,85500,US,0,US,M
2024,MI,FT,Cyber Security,143700,USD,143700,US,0,US,M
2024,MI,FT,Cyber Security,68400,USD,68400,US,0,US,M
2024,EX,FT,Security Analyst,142500,USD,142500,US,0,US,M
2024,EX,FT,Security Analyst,90000,USD,90000,US,0,US,M
2024,MI,FT,Project Manager,202500,USD,202500,US,0,US,M
2024,MI,FT,Project Manager,120000,USD,120000,US,0,US,M
2024,MI,FT,Systems Engineer,263600,USD,263600,US,0,US,M
2024,MI,FT,Systems Engineer,119800,USD,119800,US,0,US,M
2024,MI,FT,Information Security Analyst,99000,USD,99000,US,0,US,M
2024,MI,FT,Information Security Analyst,57000,USD,57000,US,0,US,M
2024,MI,FT,SOC Manager,142600,USD,142600,US,0,US,M
2024,MI,FT,SOC Manager,105400,USD,105400,US,0,US,M
2024,SE,FT,Security Analyst,120750,USD,120750,US,0,US,M
2024,SE,FT,Security Analyst,89250,USD,89250,US,0,US,M
2024,EN,FT,Security Analyst,143700,USD,143700,US,0,US,M
2024,EN,FT,Security Analyst,68400,USD,68400,US,0,US,M
2024,MI,FT,Information Security Analyst,99000,USD,99000,US,0,US,M
2024,MI,FT,Information Security Analyst,57000,USD,57000,US,0,US,M
2024,MI,FT,Cyber Engineer,151000,USD,151000,US,0,US,M
2024,MI,FT,Cyber Engineer,87000,USD,87000,US,0,US,M
2024,SE,FT,Security Solutions Architect,190000,USD,190000,US,0,US,M
2024,SE,FT,Security Solutions Architect,180960,USD,180960,US,0,US,M
2024,SE,FT,Security Engineer,220900,USD,220900,US,0,US,M
2024,SE,FT,Security Engineer,122200,USD,122200,US,0,US,M
2024,SE,FT,Security Engineer,178600,USD,178600,US,0,US,M
2024,SE,FT,Security Engineer,85000,USD,85000,US,0,US,M
2024,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Security Engineer,184579,USD,184579,US,0,US,M
2024,SE,FT,Security Engineer,276000,USD,276000,US,0,US,M
2024,SE,FT,Security Engineer,156000,USD,156000,US,0,US,M
2024,SE,FT,Security Specialist,143700,USD,143700,US,0,US,M
2024,SE,FT,Security Specialist,68400,USD,68400,US,0,US,M
2024,MI,FT,System Administrator,87359,USD,87359,US,0,US,M
2024,MI,FT,System Administrator,87359,USD,87359,US,0,US,M
2024,MI,FT,Manager,220900,USD,220900,US,0,US,M
2024,MI,FT,Manager,122200,USD,122200,US,0,US,M
2024,MI,FT,Software Developer,120750,USD,120750,DE,0,DE,M
2024,MI,FT,Software Developer,89250,USD,89250,DE,0,DE,M
2024,SE,FT,Program Manager,220900,USD,220900,US,0,US,M
2024,SE,FT,Program Manager,122200,USD,122200,US,0,US,M
2024,SE,FT,Enterprise Architect,249007,USD,249007,US,0,US,M
2024,SE,FT,Enterprise Architect,184049,USD,184049,US,0,US,M
2024,MI,FT,Program Manager,170500,USD,170500,US,0,US,M
2024,MI,FT,Program Manager,89000,USD,89000,US,0,US,M
2024,MI,FT,Program Manager,160923,USD,160923,US,100,US,M
2024,MI,FT,Program Manager,94661,USD,94661,US,100,US,M
2024,SE,FT,Software Engineer,220900,USD,220900,US,0,US,M
2024,SE,FT,Software Engineer,122200,USD,122200,US,0,US,M
2024,SE,FT,Software Engineer,220900,USD,220900,US,0,US,M
2024,SE,FT,Software Engineer,122200,USD,122200,US,0,US,M
2024,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2024,SE,FT,Data Scientist,96600,USD,96600,US,0,US,M
2024,MI,FT,Program Manager,193000,USD,193000,US,0,US,M
2024,MI,FT,Program Manager,84600,USD,84600,US,0,US,M
2024,MI,FT,Security Engineer,193000,USD,193000,US,0,US,M
2024,MI,FT,Security Engineer,84600,USD,84600,US,0,US,M
2024,SE,FT,Security Engineer,75780,GBP,94725,GB,0,GB,M
2024,SE,FT,Security Engineer,68202,GBP,85252,GB,0,GB,M
2024,SE,FT,Security Architect,193000,USD,193000,EG,0,EG,M
2024,SE,FT,Security Architect,84600,USD,84600,EG,0,EG,M
2024,SE,FT,Systems Engineer,220000,USD,220000,US,0,US,M
2024,SE,FT,Systems Engineer,96700,USD,96700,US,0,US,M
2024,MI,FT,Consultant,106000,USD,106000,US,0,US,M
2024,MI,FT,Consultant,51600,USD,51600,US,0,US,M
2024,MI,FT,Penetration Tester,137000,USD,137000,US,0,US,M
2024,MI,FT,Penetration Tester,60300,USD,60300,US,0,US,M
2024,MI,FT,Manager,213000,USD,213000,US,100,US,M
2024,MI,FT,Manager,146900,USD,146900,US,100,US,M
2024,MI,FT,Manager,191250,USD,191250,US,0,US,M
2024,MI,FT,Manager,127500,USD,127500,US,0,US,M
2024,MI,FT,Site Reliability Engineer,113000,USD,113000,US,0,US,M
2024,MI,FT,Site Reliability Engineer,87000,USD,87000,US,0,US,M
2024,SE,FT,Security Engineer,210000,USD,210000,US,0,US,M
2024,SE,FT,Security Engineer,108000,USD,108000,US,0,US,M
2024,SE,FT,Security Engineer,175000,USD,175000,US,0,US,M
2024,SE,FT,Security Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Security Engineer,407000,USD,407000,US,0,US,M
2024,SE,FT,Security Engineer,254000,USD,254000,US,0,US,M
2024,SE,FT,Security Engineer,407000,USD,407000,US,0,US,M
2024,SE,FT,Security Engineer,254000,USD,254000,US,0,US,M
2024,SE,FT,Security Engineer,366000,USD,366000,US,0,US,M
2024,SE,FT,Security Engineer,229000,USD,229000,US,0,US,M
2024,SE,FT,Security Engineer,407000,USD,407000,US,0,US,M
2024,SE,FT,Security Engineer,254000,USD,254000,US,0,US,M
2024,MI,FT,Security Engineer,272400,USD,272400,US,100,US,L
2024,MI,FT,Security Engineer,157600,USD,157600,US,100,US,L
2024,SE,FT,Security Engineer,247600,USD,247600,US,100,US,L
2024,SE,FT,Security Engineer,143300,USD,143300,US,100,US,L
2024,MI,FT,Product Manager,170000,USD,170000,US,100,US,M
2024,MI,FT,Product Manager,128000,USD,128000,US,100,US,M
2024,SE,FT,Security Architect,190000,USD,190000,US,0,US,M
2024,SE,FT,Security Architect,160000,USD,160000,US,0,US,M
2024,SE,FT,Security Architect,96000,USD,96000,CA,0,CA,M
2024,SE,FT,Security Architect,58000,USD,58000,CA,0,CA,M
2024,SE,FT,Security Engineer,410000,USD,410000,US,0,US,M
2024,SE,FT,Security Engineer,224000,USD,224000,US,0,US,M
2024,MI,FT,Security Engineer,200000,USD,200000,US,0,US,M
2024,MI,FT,Security Engineer,136000,USD,136000,US,0,US,M
2024,MI,FT,Security Engineer,187500,USD,187500,US,0,US,M
2024,MI,FT,Security Engineer,143000,USD,143000,US,0,US,M
2024,SE,FT,Security Engineer,140000,USD,140000,US,100,US,M
2024,SE,FT,Security Engineer,110000,USD,110000,US,100,US,M
2024,MI,FT,Program Manager,178000,USD,178000,US,0,US,M
2024,MI,FT,Program Manager,122000,USD,122000,US,0,US,M
2024,SE,FT,Compliance Analyst,192000,USD,192000,US,0,US,M
2024,SE,FT,Compliance Analyst,105000,USD,105000,US,0,US,M
2024,SE,FT,Privacy Engineer,200000,USD,200000,US,0,US,M
2024,SE,FT,Privacy Engineer,136000,USD,136000,US,0,US,M
2024,SE,FT,Security Operations Engineer,227700,USD,227700,US,100,US,M
2024,SE,FT,Security Operations Engineer,135482,USD,135482,US,100,US,M
2024,MI,FT,Consultant,75000,USD,75000,US,0,US,M
2024,MI,FT,Consultant,65000,USD,65000,US,0,US,M
2024,MI,FT,Information Systems Security Manager,140000,USD,140000,US,0,US,M
2024,MI,FT,Information Systems Security Manager,102013,USD,102013,US,0,US,M
2024,SE,FT,Technical Account Manager,140000,USD,140000,US,100,US,M
2024,SE,FT,Technical Account Manager,110000,USD,110000,US,100,US,M
2024,SE,FT,Information Security Officer,162000,USD,162000,US,0,US,M
2024,SE,FT,Information Security Officer,154980,USD,154980,US,0,US,M
2024,SE,FT,Manager,170000,USD,170000,US,0,US,M
2024,SE,FT,Manager,130000,USD,130000,US,0,US,M
2024,SE,FT,Solutions Architect,263000,USD,263000,US,0,US,M
2024,SE,FT,Solutions Architect,164000,USD,164000,US,0,US,M
2024,SE,FT,Solutions Architect,263000,USD,263000,US,0,US,M
2024,SE,FT,Solutions Architect,164000,USD,164000,US,0,US,M
2024,SE,FT,Solutions Architect,263000,USD,263000,US,0,US,M
2024,SE,FT,Solutions Architect,164000,USD,164000,US,0,US,M
2024,SE,FT,Solutions Architect,263000,USD,263000,US,0,US,M
2024,SE,FT,Solutions Architect,164000,USD,164000,US,0,US,M
2024,SE,FT,Solutions Architect,263000,USD,263000,US,0,US,M
2024,SE,FT,Solutions Architect,164000,USD,164000,US,0,US,M
2024,SE,FT,Solutions Architect,291000,USD,291000,US,0,US,M
2024,SE,FT,Solutions Architect,182000,USD,182000,US,0,US,M
2024,SE,FT,Solutions Architect,291000,USD,291000,US,0,US,M
2024,SE,FT,Solutions Architect,182000,USD,182000,US,0,US,M
2024,EN,FT,Manager,243000,USD,243000,US,0,US,M
2024,EN,FT,Manager,165000,USD,165000,US,0,US,M
2024,MI,FT,Manager,230000,USD,230000,US,100,US,M
2024,MI,FT,Manager,160000,USD,160000,US,100,US,M
2024,SE,FT,Systems Administrator,120000,USD,120000,US,0,US,M
2024,SE,FT,Systems Administrator,87990,USD,87990,US,0,US,M
2024,MI,FT,Manager,125000,USD,125000,US,0,US,M
2024,MI,FT,Manager,115000,USD,115000,US,0,US,M
2024,MI,FT,Penetration Tester,179000,USD,179000,US,100,US,M
2024,MI,FT,Penetration Tester,112000,USD,112000,US,100,US,M
2024,SE,FT,Threat Hunter,196100,USD,196100,US,0,US,M
2024,SE,FT,Threat Hunter,116700,USD,116700,US,0,US,M
2024,EN,FT,Vulnerability Management Analyst,138000,USD,138000,US,0,US,M
2024,EN,FT,Vulnerability Management Analyst,86000,USD,86000,US,0,US,M
2024,MI,FT,Compliance Manager,93432,EUR,103813,NL,0,NL,M
2024,MI,FT,Compliance Manager,60516,EUR,67240,NL,0,NL,M
2024,MI,FT,Compliance Manager,155000,USD,155000,US,100,US,M
2024,MI,FT,Compliance Manager,135000,USD,135000,US,100,US,M
2024,SE,FT,Malware Analyst,166000,USD,166000,US,0,US,M
2024,SE,FT,Malware Analyst,104000,USD,104000,US,0,US,M
2024,SE,FT,Security Architect,130000,USD,130000,CA,0,CA,M
2024,SE,FT,Security Architect,130000,USD,130000,CA,0,CA,M
2024,MI,FT,Manager,175000,USD,175000,US,0,US,M
2024,MI,FT,Manager,175000,USD,175000,US,0,US,M
2024,SE,FT,Security Engineer,185000,USD,185000,US,0,US,M
2024,SE,FT,Security Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Security Engineer,129160,USD,129160,US,100,US,M
2024,MI,FT,Security Engineer,80770,USD,80770,US,100,US,M
2024,SE,FT,Information Security Lead,139000,USD,139000,US,0,US,M
2024,SE,FT,Information Security Lead,97300,USD,97300,US,0,US,M
2024,EN,FT,GRC Analyst,43000,GBP,53750,GB,0,GB,M
2024,EN,FT,GRC Analyst,34401,GBP,43001,GB,0,GB,M
2024,SE,FT,Information Security Officer,216000,USD,216000,US,0,US,M
2024,SE,FT,Information Security Officer,135000,USD,135000,US,0,US,M
2024,EN,FT,Information Security Officer,72744,EUR,80826,NL,0,NL,M
2024,EN,FT,Information Security Officer,51360,EUR,57066,NL,0,NL,M
2024,MI,FT,Software Engineer,174600,USD,174600,US,0,US,M
2024,MI,FT,Software Engineer,81900,USD,81900,US,0,US,M
2024,MI,FT,Security Architect,192000,USD,192000,US,100,US,M
2024,MI,FT,Security Architect,139500,USD,139500,US,100,US,M
2024,MI,FT,Security Specialist,101000,USD,101000,CA,0,CA,M
2024,MI,FT,Security Specialist,61000,USD,61000,CA,0,CA,M
2024,MI,FT,Manager,154000,USD,154000,US,0,US,M
2024,MI,FT,Manager,111700,USD,111700,US,0,US,M
2024,MI,FT,Information Security Manager,202500,USD,202500,US,0,US,M
2024,MI,FT,Information Security Manager,135000,USD,135000,US,0,US,M
2024,SE,FT,Security Engineer,210000,USD,210000,US,100,US,M
2024,SE,FT,Security Engineer,135000,USD,135000,US,100,US,M
